SciName,Family,Order
Dacnis lineata,Thraupidae,Passeriformes
Dacnis nigripes,Thraupidae,Passeriformes
Dacnis venusta,Thraupidae,Passeriformes
Dacnis viguieri,Thraupidae,Passeriformes
Delothraupis castaneoventris,Thraupidae,Passeriformes
Diglossa albilatera,Thraupidae,Passeriformes
Diglossa baritula,Thraupidae,Passeriformes
Diglossa brunneiventris,Thraupidae,Passeriformes
Diglossa caerulescens,Thraupidae,Passeriformes
Diglossa carbonaria,Thraupidae,Passeriformes
Diglossa cyanea,Thraupidae,Passeriformes
Diglossa duidae,Thraupidae,Passeriformes
Diglossa glauca,Thraupidae,Passeriformes
Diglossa gloriosa,Thraupidae,Passeriformes
Diglossa gloriosissima,Thraupidae,Passeriformes
Diglossa humeralis,Thraupidae,Passeriformes
Diglossa indigotica,Thraupidae,Passeriformes
Diglossa lafresnayii,Thraupidae,Passeriformes
Diglossa major,Thraupidae,Passeriformes
Diglossa mystacalis,Thraupidae,Passeriformes
Diglossa plumbea,Thraupidae,Passeriformes
Diglossa sittoides,Thraupidae,Passeriformes
Diglossa venezuelensis,Thraupidae,Passeriformes
Dubusia taeniata,Thraupidae,Passeriformes
Eucometis penicillata,Thraupidae,Passeriformes
Euphonia affinis,Thraupidae,Passeriformes
Euphonia anneae,Thraupidae,Passeriformes
Euphonia cayennensis,Thraupidae,Passeriformes
Euphonia chalybea,Thraupidae,Passeriformes
Euphonia chlorotica,Thraupidae,Passeriformes
Euphonia chrysopasta,Thraupidae,Passeriformes
Euphonia concinna,Thraupidae,Passeriformes
Euphonia cyanocephala,Thraupidae,Passeriformes
Euphonia elegantissima,Thraupidae,Passeriformes
Euphonia finschi,Thraupidae,Passeriformes
Euphonia fulvicrissa,Thraupidae,Passeriformes
Euphonia gouldi,Thraupidae,Passeriformes
Euphonia hirundinacea,Thraupidae,Passeriformes
Euphonia imitans,Thraupidae,Passeriformes
Euphonia jamaica,Thraupidae,Passeriformes
Euphonia laniirostris,Thraupidae,Passeriformes
Euphonia luteicapilla,Thraupidae,Passeriformes
Euphonia mesochrysa,Thraupidae,Passeriformes
Euphonia minuta,Thraupidae,Passeriformes
Euphonia musica,Thraupidae,Passeriformes
Euphonia pectoralis,Thraupidae,Passeriformes
Euphonia plumbea,Thraupidae,Passeriformes
Euphonia rufiventris,Thraupidae,Passeriformes
Euphonia saturata,Thraupidae,Passeriformes
Euphonia trinitatis,Thraupidae,Passeriformes
Euphonia violacea,Thraupidae,Passeriformes
Euphonia xanthogaster,Thraupidae,Passeriformes
Hemispingus atropileus,Thraupidae,Passeriformes
Hemispingus auricularis,Thraupidae,Passeriformes
Hemispingus calophrys,Thraupidae,Passeriformes
Hemispingus frontalis,Thraupidae,Passeriformes
Hemispingus goeringi,Thraupidae,Passeriformes
Hemispingus melanotis,Thraupidae,Passeriformes
Hemispingus ochraceus,Thraupidae,Passeriformes
Hemispingus parodii,Thraupidae,Passeriformes
Hemispingus piurae,Thraupidae,Passeriformes
Hemispingus reyi,Thraupidae,Passeriformes
Hemispingus rufosuperciliaris,Thraupidae,Passeriformes
Hemispingus superciliaris,Thraupidae,Passeriformes
Hemispingus trifasciatus,Thraupidae,Passeriformes
Hemispingus verticalis,Thraupidae,Passeriformes
Hemispingus xanthophthalmus,Thraupidae,Passeriformes
Hemithraupis flavicollis,Thraupidae,Passeriformes
Hemithraupis guira,Thraupidae,Passeriformes
Hemithraupis ruficapilla,Thraupidae,Passeriformes
Heterospingus rubrifrons,Thraupidae,Passeriformes
Heterospingus xanthopygius,Thraupidae,Passeriformes
Iridophanes pulcherrimus,Thraupidae,Passeriformes
Iridosornis analis,Thraupidae,Passeriformes
Iridosornis jelskii,Thraupidae,Passeriformes
Iridosornis porphyrocephalus,Thraupidae,Passeriformes
Iridosornis reinhardti,Thraupidae,Passeriformes
Iridosornis rufivertex,Thraupidae,Passeriformes
Lamprospiza melanoleuca,Thraupidae,Passeriformes
Lanio aurantius,Thraupidae,Passeriformes
Lanio fulvus,Thraupidae,Passeriformes
Lanio leucothorax,Thraupidae,Passeriformes
Lanio versicolor,Thraupidae,Passeriformes
Mitrospingus cassinii,Thraupidae,Passeriformes
Mitrospingus oleagineus,Thraupidae,Passeriformes
Nemosia pileata,Thraupidae,Passeriformes
Nemosia rourei,Thraupidae,Passeriformes
Neothraupis fasciata,Thraupidae,Passeriformes
Nephelornis oneilli,Thraupidae,Passeriformes
Nesospingus speculiferus,Thraupidae,Passeriformes
Orchesticus abeillei,Thraupidae,Passeriformes
Oreomanes fraseri,Thraupidae,Passeriformes
Orthogonys chloricterus,Thraupidae,Passeriformes
Phaenicophilus palmarum,Thraupidae,Passeriformes
Phaenicophilus poliocephalus,Thraupidae,Passeriformes
Pipraeidea melanonota,Thraupidae,Passeriformes
Piranga hepatica,Thraupidae,Passeriformes
Piranga lutea,Thraupidae,Passeriformes
Poospiza whitii,Thraupidae,Passeriformes
Pyrrhocoma ruficeps,Thraupidae,Passeriformes
Ramphocelus bresilius,Thraupidae,Passeriformes
Ramphocelus carbo,Thraupidae,Passeriformes
Ramphocelus costaricensis,Thraupidae,Passeriformes
Ramphocelus dimidiatus,Thraupidae,Passeriformes
Ramphocelus flammigerus,Thraupidae,Passeriformes
Ramphocelus icteronotus,Thraupidae,Passeriformes
Ramphocelus melanogaster,Thraupidae,Passeriformes
Ramphocelus nigrogularis,Thraupidae,Passeriformes
Ramphocelus passerinii,Thraupidae,Passeriformes
Ramphocelus sanguinolentus,Thraupidae,Passeriformes
Rhodinocichla rosea,Thraupidae,Passeriformes
Schistochlamys melanopis,Thraupidae,Passeriformes
Schistochlamys ruficapillus,Thraupidae,Passeriformes
Sericossypha albocristata,Thraupidae,Passeriformes
Spindalis dominicensis,Thraupidae,Passeriformes
Spindalis nigricephala,Thraupidae,Passeriformes
Spindalis portoricensis,Thraupidae,Passeriformes
Spindalis zena,Thraupidae,Passeriformes
Stephanophorus diadematus,Thraupidae,Passeriformes
Tachyphonus coronatus,Thraupidae,Passeriformes
Tachyphonus cristatus,Thraupidae,Passeriformes
Tachyphonus delatrii,Thraupidae,Passeriformes
Tachyphonus luctuosus,Thraupidae,Passeriformes
Tachyphonus phoenicius,Thraupidae,Passeriformes
Tachyphonus rufiventer,Thraupidae,Passeriformes
Tachyphonus rufus,Thraupidae,Passeriformes
Tachyphonus surinamus,Thraupidae,Passeriformes
Tangara argyrofenges,Thraupidae,Passeriformes
Tangara arthus,Thraupidae,Passeriformes
Tangara cabanisi,Thraupidae,Passeriformes
Tangara callophrys,Thraupidae,Passeriformes
Tangara cayana,Thraupidae,Passeriformes
Tangara chilensis,Thraupidae,Passeriformes
Tangara chrysotis,Thraupidae,Passeriformes
Tangara cucullata,Thraupidae,Passeriformes
Tangara cyanicollis,Thraupidae,Passeriformes
Tangara cyanocephala,Thraupidae,Passeriformes
Tangara cyanoptera,Thraupidae,Passeriformes
Tangara cyanotis,Thraupidae,Passeriformes
Tangara cyanoventris,Thraupidae,Passeriformes
Tangara desmaresti,Thraupidae,Passeriformes
Tangara dowii,Thraupidae,Passeriformes
Tangara fastuosa,Thraupidae,Passeriformes
Tangara florida,Thraupidae,Passeriformes
Tangara fucosa,Thraupidae,Passeriformes
Tangara guttata,Thraupidae,Passeriformes
Tangara gyrola,Thraupidae,Passeriformes
Tangara heinei,Thraupidae,Passeriformes
Tangara icterocephala,Thraupidae,Passeriformes
Tangara inornata,Thraupidae,Passeriformes
Tangara johannae,Thraupidae,Passeriformes
Tangara labradorides,Thraupidae,Passeriformes
Tangara larvata,Thraupidae,Passeriformes
Tangara lavinia,Thraupidae,Passeriformes
Tangara mexicana,Thraupidae,Passeriformes
Tangara meyerdeschauenseei,Thraupidae,Passeriformes
Tangara nigrocincta,Thraupidae,Passeriformes
Tangara nigroviridis,Thraupidae,Passeriformes
Tangara palmeri,Thraupidae,Passeriformes
Tangara parzudakii,Thraupidae,Passeriformes
Tangara peruviana,Thraupidae,Passeriformes
Tangara phillipsi,Thraupidae,Passeriformes
Tangara preciosa,Thraupidae,Passeriformes
Tangara punctata,Thraupidae,Passeriformes
Tangara ruficervix,Thraupidae,Passeriformes
Tangara rufigenis,Thraupidae,Passeriformes
Tangara rufigula,Thraupidae,Passeriformes
Tangara schrankii,Thraupidae,Passeriformes
Tangara seledon,Thraupidae,Passeriformes
Tangara varia,Thraupidae,Passeriformes
Tangara vassorii,Thraupidae,Passeriformes
Tangara velia,Thraupidae,Passeriformes
Tangara viridicollis,Thraupidae,Passeriformes
Tangara vitriolina,Thraupidae,Passeriformes
Tangara xanthocephala,Thraupidae,Passeriformes
Tangara xanthogastra,Thraupidae,Passeriformes
Tersina viridis,Thraupidae,Passeriformes
Thlypopsis fulviceps,Thraupidae,Passeriformes
Thlypopsis inornata,Thraupidae,Passeriformes
Thlypopsis ornata,Thraupidae,Passeriformes
Thlypopsis pectoralis,Thraupidae,Passeriformes
Thlypopsis ruficeps,Thraupidae,Passeriformes
Thlypopsis sordida,Thraupidae,Passeriformes
Thraupis abbas,Thraupidae,Passeriformes
Thraupis bonariensis,Thraupidae,Passeriformes
Thraupis cyanocephala,Thraupidae,Passeriformes
Thraupis cyanoptera,Thraupidae,Passeriformes
Thraupis episcopus,Thraupidae,Passeriformes
Thraupis glaucocolpa,Thraupidae,Passeriformes
Thraupis ornata,Thraupidae,Passeriformes
Thraupis palmarum,Thraupidae,Passeriformes
Thraupis sayaca,Thraupidae,Passeriformes
Trichothraupis melanops,Thraupidae,Passeriformes
Wetmorethraupis sterrhopteron,Thraupidae,Passeriformes
Xenodacnis parina,Thraupidae,Passeriformes
Actinodura egertoni,Timaliidae,Passeriformes
Actinodura morrisoniana,Timaliidae,Passeriformes
Actinodura nipalensis,Timaliidae,Passeriformes
Actinodura ramsayi,Timaliidae,Passeriformes
Actinodura sodangorum,Timaliidae,Passeriformes
Actinodura souliei,Timaliidae,Passeriformes
Actinodura waldeni,Timaliidae,Passeriformes
Alcippe brunnea,Timaliidae,Passeriformes
Alcippe brunneicauda,Timaliidae,Passeriformes
Alcippe castaneceps,Timaliidae,Passeriformes
Alcippe chrysotis,Timaliidae,Passeriformes
Alcippe cinerea,Timaliidae,Passeriformes
Alcippe cinereiceps,Timaliidae,Passeriformes
Alcippe danisi,Timaliidae,Passeriformes
Alcippe dubia,Timaliidae,Passeriformes
Alcippe formosana,Timaliidae,Passeriformes
Alcippe grotei,Timaliidae,Passeriformes
Alcippe klossi,Timaliidae,Passeriformes
Alcippe ludlowi,Timaliidae,Passeriformes
Alcippe manipurensis,Timaliidae,Passeriformes
Alcippe morrisonia,Timaliidae,Passeriformes
Alcippe nipalensis,Timaliidae,Passeriformes
Alcippe peracensis,Timaliidae,Passeriformes
Alcippe poioicephala,Timaliidae,Passeriformes
Alcippe pyrrhoptera,Timaliidae,Passeriformes
Alcippe ruficapilla,Timaliidae,Passeriformes
Alcippe rufogularis,Timaliidae,Passeriformes
Alcippe striaticollis,Timaliidae,Passeriformes
Alcippe variegaticeps,Timaliidae,Passeriformes
Alcippe vinipectus,Timaliidae,Passeriformes
Babax koslowi,Timaliidae,Passeriformes
Babax lanceolatus,Timaliidae,Passeriformes
Babax waddelli,Timaliidae,Passeriformes
Chamaea fasciata,Timaliidae,Passeriformes
Chrysomma altirostre,Timaliidae,Passeriformes
Chrysomma poecilotis,Timaliidae,Passeriformes
Chrysomma sinense,Timaliidae,Passeriformes
Conostoma oemodium,Timaliidae,Passeriformes
Crocias albonotatus,Timaliidae,Passeriformes
Crocias langbianis,Timaliidae,Passeriformes
Cutia legalleni,Timaliidae,Passeriformes
Cutia nipalensis,Timaliidae,Passeriformes
Dasycrotapha speciosa,Timaliidae,Passeriformes
Dumetia hyperythra,Timaliidae,Passeriformes
Erpornis zantholeuca,Timaliidae,Passeriformes
Gampsorhynchus rufulus,Timaliidae,Passeriformes
Gampsorhynchus torquatus,Timaliidae,Passeriformes
Garrulax affinis,Timaliidae,Passeriformes
Garrulax albogularis,Timaliidae,Passeriformes
Garrulax annamensis,Timaliidae,Passeriformes
Garrulax austeni,Timaliidae,Passeriformes
Garrulax berthemyi,Timaliidae,Passeriformes
Garrulax bicolor,Timaliidae,Passeriformes
Garrulax bieti,Timaliidae,Passeriformes
Garrulax caerulatus,Timaliidae,Passeriformes
Garrulax calvus,Timaliidae,Passeriformes
Garrulax canorus,Timaliidae,Passeriformes
Garrulax castanotis,Timaliidae,Passeriformes
Garrulax chinensis,Timaliidae,Passeriformes
Garrulax chrysopterus,Timaliidae,Passeriformes
Garrulax cineraceus,Timaliidae,Passeriformes
Garrulax cinereifrons,Timaliidae,Passeriformes
Garrulax courtoisi,Timaliidae,Passeriformes
Garrulax davidi,Timaliidae,Passeriformes
Garrulax delesserti,Timaliidae,Passeriformes
Garrulax elliotii,Timaliidae,Passeriformes
Garrulax erythrocephalus,Timaliidae,Passeriformes
Garrulax ferrarius,Timaliidae,Passeriformes
Garrulax formosus,Timaliidae,Passeriformes
Garrulax galbanus,Timaliidae,Passeriformes
Garrulax gularis,Timaliidae,Passeriformes
Garrulax henrici,Timaliidae,Passeriformes
Garrulax imbricatus,Timaliidae,Passeriformes
Garrulax konkakinhensis,Timaliidae,Passeriformes
Garrulax leucolophus,Timaliidae,Passeriformes
Garrulax lineatus,Timaliidae,Passeriformes
Garrulax lugubris,Timaliidae,Passeriformes
Garrulax lunulatus,Timaliidae,Passeriformes
Garrulax maesi,Timaliidae,Passeriformes
Garrulax maximus,Timaliidae,Passeriformes
Garrulax melanostigma,Timaliidae,Passeriformes
Garrulax merulinus,Timaliidae,Passeriformes
Garrulax milleti,Timaliidae,Passeriformes
Garrulax milnei,Timaliidae,Passeriformes
Garrulax mitratus,Timaliidae,Passeriformes
Garrulax monileger,Timaliidae,Passeriformes
Garrulax morrisonianus,Timaliidae,Passeriformes
Garrulax ngoclinhensis,Timaliidae,Passeriformes
Garrulax nuchalis,Timaliidae,Passeriformes
Garrulax ocellatus,Timaliidae,Passeriformes
Garrulax palliatus,Timaliidae,Passeriformes
Garrulax pectoralis,Timaliidae,Passeriformes
Garrulax peninsulae,Timaliidae,Passeriformes
Garrulax perspicillatus,Timaliidae,Passeriformes
Garrulax poecilorhynchus,Timaliidae,Passeriformes
Garrulax ruficeps,Timaliidae,Passeriformes
Garrulax ruficollis,Timaliidae,Passeriformes
Garrulax rufifrons,Timaliidae,Passeriformes
Garrulax rufogularis,Timaliidae,Passeriformes
Garrulax sannio,Timaliidae,Passeriformes
Garrulax squamatus,Timaliidae,Passeriformes
Garrulax strepitans,Timaliidae,Passeriformes
Garrulax striatus,Timaliidae,Passeriformes
Garrulax subunicolor,Timaliidae,Passeriformes
Garrulax sukatschewi,Timaliidae,Passeriformes
Garrulax taewanus,Timaliidae,Passeriformes
Garrulax variegatus,Timaliidae,Passeriformes
Garrulax vassali,Timaliidae,Passeriformes
Garrulax virgatus,Timaliidae,Passeriformes
Garrulax yersini,Timaliidae,Passeriformes
Gypsophila crispifrons,Timaliidae,Passeriformes
Heterophasia annectens,Timaliidae,Passeriformes
Heterophasia auricularis,Timaliidae,Passeriformes
Heterophasia capistrata,Timaliidae,Passeriformes
Heterophasia desgodinsi,Timaliidae,Passeriformes
Heterophasia gracilis,Timaliidae,Passeriformes
Heterophasia melanoleuca,Timaliidae,Passeriformes
Heterophasia picaoides,Timaliidae,Passeriformes
Heterophasia pulchella,Timaliidae,Passeriformes
Horizorhinus dohrni,Timaliidae,Passeriformes
Illadopsis albipectus,Timaliidae,Passeriformes
Illadopsis cleaveri,Timaliidae,Passeriformes
Illadopsis fulvescens,Timaliidae,Passeriformes
Illadopsis puveli,Timaliidae,Passeriformes
Illadopsis pyrrhoptera,Timaliidae,Passeriformes
Illadopsis rufescens,Timaliidae,Passeriformes
Illadopsis rufipennis,Timaliidae,Passeriformes
Jabouilleia danjoui,Timaliidae,Passeriformes
Kakamega poliothorax,Timaliidae,Passeriformes
Kenopia striata,Timaliidae,Passeriformes
Kupeornis chapini,Timaliidae,Passeriformes
Kupeornis gilberti,Timaliidae,Passeriformes
Kupeornis rufocinctus,Timaliidae,Passeriformes
Leiothrix argentauris,Timaliidae,Passeriformes
Leiothrix lutea,Timaliidae,Passeriformes
Leonardina woodi,Timaliidae,Passeriformes
Liocichla bugunorum,Timaliidae,Passeriformes
Liocichla omeiensis,Timaliidae,Passeriformes
Liocichla phoenicea,Timaliidae,Passeriformes
Liocichla steerii,Timaliidae,Passeriformes
Lioptilus nigricapillus,Timaliidae,Passeriformes
Macronous bornensis,Timaliidae,Passeriformes
Macronous flavicollis,Timaliidae,Passeriformes
Macronous gularis,Timaliidae,Passeriformes
Macronous kelleyi,Timaliidae,Passeriformes
Macronous ptilosus,Timaliidae,Passeriformes
Macronous striaticeps,Timaliidae,Passeriformes
Malacocincla abbotti,Timaliidae,Passeriformes
Malacocincla cinereiceps,Timaliidae,Passeriformes
Malacocincla malaccensis,Timaliidae,Passeriformes
Malacocincla perspicillata,Timaliidae,Passeriformes
Malacocincla sepiaria,Timaliidae,Passeriformes
Malacopteron affine,Timaliidae,Passeriformes
Malacopteron albogulare,Timaliidae,Passeriformes
Malacopteron cinereum,Timaliidae,Passeriformes
Malacopteron magnirostre,Timaliidae,Passeriformes
Malacopteron magnum,Timaliidae,Passeriformes
Malacopteron palawanense,Timaliidae,Passeriformes
Malia grata,Timaliidae,Passeriformes
Micromacronus leytensis,Timaliidae,Passeriformes
Micromacronus sordidus,Timaliidae,Passeriformes
Minla cyanouroptera,Timaliidae,Passeriformes
Minla ignotincta,Timaliidae,Passeriformes
Minla strigula,Timaliidae,Passeriformes
Myzornis pyrrhoura,Timaliidae,Passeriformes
Napothera brevicaudata,Timaliidae,Passeriformes
Napothera crassa,Timaliidae,Passeriformes
Napothera epilepidota,Timaliidae,Passeriformes
Neomixis flavoviridis,Timaliidae,Passeriformes
Neomixis striatigula,Timaliidae,Passeriformes
Neomixis tenella,Timaliidae,Passeriformes
Neomixis viridis,Timaliidae,Passeriformes
Panurus biarmicus,Timaliidae,Passeriformes
Paradoxornis alphonsianus,Timaliidae,Passeriformes
Paradoxornis atrosuperciliaris,Timaliidae,Passeriformes
Paradoxornis brunneus,Timaliidae,Passeriformes
Paradoxornis conspicillatus,Timaliidae,Passeriformes
Paradoxornis davidianus,Timaliidae,Passeriformes
Paradoxornis flavirostris,Timaliidae,Passeriformes
Paradoxornis fulvifrons,Timaliidae,Passeriformes
Paradoxornis gularis,Timaliidae,Passeriformes
Paradoxornis guttaticollis,Timaliidae,Passeriformes
Paradoxornis heudei,Timaliidae,Passeriformes
Paradoxornis margaritae,Timaliidae,Passeriformes
Paradoxornis nipalensis,Timaliidae,Passeriformes
Paradoxornis paradoxus,Timaliidae,Passeriformes
Paradoxornis przewalskii,Timaliidae,Passeriformes
Paradoxornis ruficeps,Timaliidae,Passeriformes
Paradoxornis unicolor,Timaliidae,Passeriformes
Paradoxornis verreauxi,Timaliidae,Passeriformes
Paradoxornis webbianus,Timaliidae,Passeriformes
Paradoxornis zappeyi,Timaliidae,Passeriformes
Parophasma galinieri,Timaliidae,Passeriformes
Pellorneum albiventre,Timaliidae,Passeriformes
Pellorneum capistratum,Timaliidae,Passeriformes
Pellorneum fuscocapillus,Timaliidae,Passeriformes
Pellorneum palustre,Timaliidae,Passeriformes
Pellorneum ruficeps,Timaliidae,Passeriformes
Phyllanthus atripennis,Timaliidae,Passeriformes
Pnoepyga albiventer,Timaliidae,Passeriformes
Pnoepyga formosana,Timaliidae,Passeriformes
Pnoepyga immaculata,Timaliidae,Passeriformes
Pnoepyga pusilla,Timaliidae,Passeriformes
Pomatorhinus erythrocnemis,Timaliidae,Passeriformes
Pomatorhinus erythrogenys,Timaliidae,Passeriformes
Pomatorhinus ferruginosus,Timaliidae,Passeriformes
Pomatorhinus gravivox,Timaliidae,Passeriformes
Pomatorhinus horsfieldii,Timaliidae,Passeriformes
Pomatorhinus hypoleucos,Timaliidae,Passeriformes
Pomatorhinus mcclellandi,Timaliidae,Passeriformes
Pomatorhinus melanurus,Timaliidae,Passeriformes
Pomatorhinus montanus,Timaliidae,Passeriformes
Pomatorhinus musicus,Timaliidae,Passeriformes
Pomatorhinus ochraceiceps,Timaliidae,Passeriformes
Pomatorhinus ruficollis,Timaliidae,Passeriformes
Pomatorhinus schisticeps,Timaliidae,Passeriformes
Pomatorhinus swinhoei,Timaliidae,Passeriformes
Pseudoalcippe abyssinica,Timaliidae,Passeriformes
Pteruthius aenobarbus,Timaliidae,Passeriformes
Pteruthius flaviscapis,Timaliidae,Passeriformes
Pteruthius melanotis,Timaliidae,Passeriformes
Pteruthius rufiventer,Timaliidae,Passeriformes
Pteruthius xanthochlorus,Timaliidae,Passeriformes
Ptilocichla falcata,Timaliidae,Passeriformes
Ptilocichla leucogrammica,Timaliidae,Passeriformes
Ptilocichla mindanensis,Timaliidae,Passeriformes
Ptyrticus turdinus,Timaliidae,Passeriformes
Rhopocichla atriceps,Timaliidae,Passeriformes
Rimator albostriatus,Timaliidae,Passeriformes
Rimator malacoptilus,Timaliidae,Passeriformes
Rimator pasquieri,Timaliidae,Passeriformes
Robsonius rabori,Timaliidae,Passeriformes
Robsonius sorsogonensis,Timaliidae,Passeriformes
Spelaeornis badeigularis,Timaliidae,Passeriformes
Spelaeornis caudatus,Timaliidae,Passeriformes
Spelaeornis chocolatinus,Timaliidae,Passeriformes
Spelaeornis formosus,Timaliidae,Passeriformes
Spelaeornis kinneari,Timaliidae,Passeriformes
Spelaeornis longicaudatus,Timaliidae,Passeriformes
Spelaeornis oatesi,Timaliidae,Passeriformes
Spelaeornis reptatus,Timaliidae,Passeriformes
Spelaeornis troglodytoides,Timaliidae,Passeriformes
Sphenocichla humei,Timaliidae,Passeriformes
Sphenocichla roberti,Timaliidae,Passeriformes
Stachyris ambigua,Timaliidae,Passeriformes
Stachyris capitalis,Timaliidae,Passeriformes
Stachyris chrysaea,Timaliidae,Passeriformes
Stachyris dennistouni,Timaliidae,Passeriformes
Stachyris erythroptera,Timaliidae,Passeriformes
Stachyris grammiceps,Timaliidae,Passeriformes
Stachyris herberti,Timaliidae,Passeriformes
Stachyris hypogrammica,Timaliidae,Passeriformes
Stachyris latistriata,Timaliidae,Passeriformes
Stachyris leucotis,Timaliidae,Passeriformes
Stachyris maculata,Timaliidae,Passeriformes
Stachyris melanothorax,Timaliidae,Passeriformes
Stachyris nigriceps,Timaliidae,Passeriformes
Stachyris nigricollis,Timaliidae,Passeriformes
Stachyris nigrocapitata,Timaliidae,Passeriformes
Stachyris nigrorum,Timaliidae,Passeriformes
Stachyris nonggangensis,Timaliidae,Passeriformes
Stachyris oglei,Timaliidae,Passeriformes
Stachyris plateni,Timaliidae,Passeriformes
Stachyris poliocephala,Timaliidae,Passeriformes
Stachyris pygmaea,Timaliidae,Passeriformes
Stachyris pyrrhops,Timaliidae,Passeriformes
Stachyris ruficeps,Timaliidae,Passeriformes
Stachyris rufifrons,Timaliidae,Passeriformes
Stachyris striata,Timaliidae,Passeriformes
Stachyris striolata,Timaliidae,Passeriformes
Stachyris thoracica,Timaliidae,Passeriformes
Stachyris whiteheadi,Timaliidae,Passeriformes
Strophocincla cachinnans,Timaliidae,Passeriformes
Strophocincla fairbanki,Timaliidae,Passeriformes
Timalia pileata,Timaliidae,Passeriformes
Trichastoma bicolor,Timaliidae,Passeriformes
Trichastoma buettikoferi,Timaliidae,Passeriformes
Trichastoma celebense,Timaliidae,Passeriformes
Trichastoma pyrrogenys,Timaliidae,Passeriformes
Trichastoma rostratum,Timaliidae,Passeriformes
Trichastoma tickelli,Timaliidae,Passeriformes
Turdinus atrigularis,Timaliidae,Passeriformes
Turdinus macrodactylus,Timaliidae,Passeriformes
Turdinus marmorata,Timaliidae,Passeriformes
Turdinus rufipectus,Timaliidae,Passeriformes
Turdoides affinis,Timaliidae,Passeriformes
Turdoides altirostris,Timaliidae,Passeriformes
Turdoides aylmeri,Timaliidae,Passeriformes
Turdoides bicolor,Timaliidae,Passeriformes
Turdoides caudata,Timaliidae,Passeriformes
Turdoides earlei,Timaliidae,Passeriformes
Turdoides fulva,Timaliidae,Passeriformes
Turdoides gularis,Timaliidae,Passeriformes
Turdoides gymnogenys,Timaliidae,Passeriformes
Turdoides hartlaubii,Timaliidae,Passeriformes
Turdoides hindei,Timaliidae,Passeriformes
Turdoides hypoleuca,Timaliidae,Passeriformes
Turdoides jardineii,Timaliidae,Passeriformes
Turdoides leucocephala,Timaliidae,Passeriformes
Turdoides leucopygia,Timaliidae,Passeriformes
Turdoides longirostris,Timaliidae,Passeriformes
Turdoides malcolmi,Timaliidae,Passeriformes
Turdoides melanops,Timaliidae,Passeriformes
Turdoides nipalensis,Timaliidae,Passeriformes
Turdoides plebejus,Timaliidae,Passeriformes
Turdoides reinwardii,Timaliidae,Passeriformes
Turdoides rubiginosa,Timaliidae,Passeriformes
Turdoides rufescens,Timaliidae,Passeriformes
Turdoides sharpei,Timaliidae,Passeriformes
Turdoides squamiceps,Timaliidae,Passeriformes
Turdoides squamulata,Timaliidae,Passeriformes
Turdoides striata,Timaliidae,Passeriformes
Turdoides subrufa,Timaliidae,Passeriformes
Turdoides tenebrosa,Timaliidae,Passeriformes
Xiphirhynchus superciliaris,Timaliidae,Passeriformes
Yuhina bakeri,Timaliidae,Passeriformes
Yuhina brunneiceps,Timaliidae,Passeriformes
Yuhina castaniceps,Timaliidae,Passeriformes
Yuhina diademata,Timaliidae,Passeriformes
Yuhina everetti,Timaliidae,Passeriformes
Yuhina flavicollis,Timaliidae,Passeriformes
Yuhina gularis,Timaliidae,Passeriformes
Yuhina humilis,Timaliidae,Passeriformes
Yuhina nigrimenta,Timaliidae,Passeriformes
Yuhina occipitalis,Timaliidae,Passeriformes
Yuhina torqueola,Timaliidae,Passeriformes
Campylorhynchus albobrunneus,Troglodytidae,Passeriformes
Campylorhynchus brunneicapillus,Troglodytidae,Passeriformes
Campylorhynchus chiapensis,Troglodytidae,Passeriformes
Campylorhynchus fasciatus,Troglodytidae,Passeriformes
Campylorhynchus griseus,Troglodytidae,Passeriformes
Campylorhynchus gularis,Troglodytidae,Passeriformes
Campylorhynchus jocosus,Troglodytidae,Passeriformes
Campylorhynchus megalopterus,Troglodytidae,Passeriformes
Campylorhynchus nuchalis,Troglodytidae,Passeriformes
Campylorhynchus rufinucha,Troglodytidae,Passeriformes
Campylorhynchus turdinus,Troglodytidae,Passeriformes
Campylorhynchus yucatanicus,Troglodytidae,Passeriformes
Campylorhynchus zonatus,Troglodytidae,Passeriformes
Catherpes mexicanus,Troglodytidae,Passeriformes
Cinnycerthia fulva,Troglodytidae,Passeriformes
Cinnycerthia olivascens,Troglodytidae,Passeriformes
Cinnycerthia peruana,Troglodytidae,Passeriformes
Cinnycerthia unirufa,Troglodytidae,Passeriformes
Cistothorus apolinari,Troglodytidae,Passeriformes
Cistothorus meridae,Troglodytidae,Passeriformes
Cistothorus palustris,Troglodytidae,Passeriformes
Cistothorus platensis,Troglodytidae,Passeriformes
Cyphorhinus arada,Troglodytidae,Passeriformes
Cyphorhinus phaeocephalus,Troglodytidae,Passeriformes
Cyphorhinus thoracicus,Troglodytidae,Passeriformes
Ferminia cerverai,Troglodytidae,Passeriformes
Henicorhina leucophrys,Troglodytidae,Passeriformes
Henicorhina leucoptera,Troglodytidae,Passeriformes
Henicorhina leucosticta,Troglodytidae,Passeriformes
Henicorhina negreti,Troglodytidae,Passeriformes
Hylorchilus navai,Troglodytidae,Passeriformes
Hylorchilus sumichrasti,Troglodytidae,Passeriformes
Microcerculus bambla,Troglodytidae,Passeriformes
Microcerculus marginatus,Troglodytidae,Passeriformes
Microcerculus philomela,Troglodytidae,Passeriformes
Microcerculus ustulatus,Troglodytidae,Passeriformes
